video_id,aesthetic_quality,appearance_style,background_consistency,dynamic_degree,human_action,imaging_quality,motion_smoothness,multiple_objects,object_class,overall_consistency,scene,spatial_relationship,subject_consistency,temporal_flickering,temporal_style,vbench_temporal_score,group
video_013,67.6681,19.814999999999998,96.92880000000001,33.3333,0.0,76.002647,98.63,0.0,0.0,17.664099999999998,63.194399999999995,0.0,97.9914,97.7355,17.664099999999998,45.775156466666665,k3_sta_posneg_osc_phase6_tail4
video_014,57.3586,23.856099999999998,96.92880000000001,22.2222,0.0,70.827442,99.1319,0.0,0.0,29.8441,47.2222,0.0,97.9914,98.8058,29.8441,44.935509466666666,k3_sta_posneg_osc_phase6_tail4
video_015,51.741400000000006,18.644,96.92880000000001,0.0,0.0,75.182302,98.8189,0.0,0.0,24.577199999999998,0.0,0.0,97.9914,98.077,24.577199999999998,39.102546800000006,k3_sta_posneg_osc_phase6_tail4
video_016,75.0626,31.012800000000002,96.92880000000001,33.3333,0.0,71.937059,98.3083,0.0,0.0,27.4737,0.0,0.0,97.9914,97.35239999999999,27.4737,43.79160393333334,k3_sta_posneg_osc_phase6_tail4
video_017,62.4178,21.9538,96.92880000000001,100.0,0.0,72.687373,96.7559,0.0,0.0,19.8834,0.0,0.0,97.9914,94.4944,19.8834,45.53308486666666,k3_sta_posneg_osc_phase6_tail4
video_018,78.3586,33.6458,96.92880000000001,100.0,0.0,77.166631,99.4233,0.0,0.0,23.8307,0.0,0.0,97.9914,99.23910000000001,23.8307,48.6943354,k3_sta_posneg_osc_phase6_tail4
video_019,78.8779,19.0856,96.92880000000001,0.0,0.0,77.976906,99.09740000000001,0.0,0.0,30.806800000000003,0.0,0.0,97.9914,98.334,30.806800000000003,41.993707066666666,k3_sta_posneg_osc_phase6_tail4
video_020,56.765100000000004,22.182299999999998,96.92880000000001,0.0,0.0,74.181228,98.9297,0.0,0.0,26.6919,0.0,0.0,97.9914,98.1093,26.6919,39.89810853333333,k3_sta_posneg_osc_phase6_tail4
video_021,71.71300000000001,24.2904,96.92880000000001,22.2222,0.0,79.936552,98.8992,0.0,0.0,27.0565,0.0,0.0,97.9914,98.0402,27.0565,42.94231679999999,k3_sta_posneg_osc_phase6_tail4
video_022,58.7881,24.884800000000002,96.92880000000001,33.3333,0.0,78.835031,98.7447,0.0,0.0,18.637,0.0,0.0,97.9914,98.5339,18.637,41.68760206666666,k3_sta_posneg_osc_phase6_tail4
video_023,59.077,33.1803,96.92880000000001,11.1111,0.0,67.416018,99.24579999999999,0.0,0.0,32.2963,0.0,0.0,97.9914,98.7415,32.2963,41.88563453333333,k3_sta_posneg_osc_phase6_tail4
video_024,65.9213,20.1021,96.92880000000001,100.0,0.0,76.064588,97.1023,0.0,0.0,31.2591,0.0,0.0,97.9914,94.9533,31.2591,47.43879919999999,k3_sta_posneg_osc_phase6_tail4
